letter,unit-0,unit-1,unit-2,unit-3,unit-4,unit-5,unit-6,unit-7,unit-8,unit-9,unit-10,unit-11,unit-12,unit-13,unit-14,unit-15,unit-16,unit-17,unit-18,unit-19,unit-20,unit-21,unit-22,unit-23,unit-24,unit-25,unit-26,unit-27
HAVE A BREAKFAST!,0.382326005,0.360195996,0.392009285,0.38523584,0.290574352,0.315830229,0.121478022,0.240315139,0.23579155,0.124558007,0.236720033,0.990562897,0.085897933,0.179626791,1.04256708,0.172375281,0.085897933,0.208788671,0.916138209,0.193212302,0.089757869,0.227439995,0.84776258,0.147433135,0.275713669,0.166130701,0.876650406,0.410108386
HAVE A BREAKFAST!,0.372373893,0.351470924,0.40278395,0.395993392,0.31292182,0.322422013,0.065126305,0.217973014,0.223058965,0.12399679,0.233859036,1.038296069,0.074474779,0.156558627,1.111448653,0.186515222,0.074474779,0.204755853,0.957263807,0.189120916,0.119985045,0.21722332,0.889534952,0.160164068,0.307067379,0.16799363,0.906227323,0.459847836
HAVE A BREAKFAST!,0.373537268,0.346933332,0.411349698,0.391690273,0.308173889,0.31778811,0.00907966,0.219795303,0.230505377,0.132201849,0.229878637,1.03957154,0.193142964,0.099669694,1.232377845,0.294004391,0.193142964,0.212258301,0.948335636,0.193142964,0.121137777,0.218384234,0.868259576,0.160507234,0.311168847,0.175239796,0.873584121,0.46404082
HAVE A BREAKFAST!,0.373044161,0.36792872,0.406800325,0.393740595,0.303333144,0.320428008,0.097665179,0.240185561,0.23949088,0.1361451,0.236339546,1.045013229,0.046539711,0.163399613,1.090116453,0.192538246,0.046539711,0.200486745,0.929809202,0.18001629,0.14857986,0.219432487,0.859556312,0.161476443,0.323725811,0.169775515,0.872589745,0.47435043
HAVE A BREAKFAST!,0.387367752,0.360743001,0.406867271,0.400311774,0.321389219,0.320316578,0.0353211,0.227682026,0.248895171,0.141892079,0.224351075,1.041244519,0.147394376,0.126164185,1.188476252,0.249326906,0.147394376,0.209989296,0.952879956,0.197314733,0.112844678,0.216545156,0.873229395,0.163974092,0.30574903,0.179024868,0.88119866,0.461370763
HAVE A BREAKFAST!,0.381037082,0.364239969,0.416411073,0.403411127,0.318725523,0.311206086,0.130713675,0.23982795,0.255040123,0.14829688,0.225747976,1.016048012,0.072708527,0.177504136,1.051939372,0.154580449,0.072708527,0.202542519,0.952675945,0.185085693,0.084791985,0.214705708,0.866910084,0.149716021,0.268135799,0.183939641,0.863243452,0.411815347
HAVE A BREAKFAST!,0.387929067,0.353847682,0.419045253,0.405159533,0.321271867,0.303148557,0.125699987,0.198426573,0.241788753,0.149017078,0.207988391,0.980573138,0.098022468,0.166606158,1.064936908,0.137386958,0.098022468,0.196480108,1.010873116,0.21644008,0.078689788,0.22228034,0.868911414,0.156835948,0.25376694,0.176923841,0.864180464,0.408518426
HAVE A BREAKFAST!,0.377691899,0.365044658,0.424323793,0.403421664,0.312419161,0.298619098,0.128341394,0.219723858,0.244566969,0.152171742,0.215203341,0.996673951,0.075364662,0.182821301,1.062409402,0.141303909,0.075364662,0.205333464,0.988950665,0.204052786,0.081760171,0.224737215,0.865773117,0.171984937,0.272533905,0.179566062,0.85523758,0.442272183
HAVE A BREAKFAST!,0.382441189,0.360364982,0.406474904,0.392307638,0.308870162,0.295226865,0.15255717,0.231595007,0.250122744,0.15953556,0.212557878,0.979287569,0.078960665,0.179440324,1.037886731,0.139698735,0.078960665,0.20352616,0.962995568,0.190521431,0.06567424,0.22218426,0.85208786,0.176440442,0.250463976,0.176923841,0.844612709,0.423303746
HAVE A BREAKFAST!,0.390015017,0.379920495,0.412988922,0.392307638,0.30824737,0.30511434,0.12688347,0.236159794,0.246338,0.154227554,0.221799525,0.996127789,0.120141409,0.179440324,1.07953354,0.172648211,0.120141409,0.210031548,0.946535951,0.188153212,0.055449881,0.228812427,0.843803354,0.170031234,0.239659977,0.184832937,0.845042364,0.397820427
HAVE A BREAKFAST!,0.381510114,0.378402271,0.418519461,0.403895313,0.319905956,0.299427254,0.142760268,0.240725632,0.255445825,0.161449806,0.219834341,0.973854578,0.112425109,0.18809994,1.061955666,0.157194961,0.112425109,0.200153014,0.968269832,0.190410837,0.054534188,0.218637412,0.862311947,0.178557527,0.237432877,0.179046726,0.854747102,0.413420183
HAVE A BREAKFAST!,0.389655681,0.37803846,0.423983011,0.396627214,0.314461887,0.305194451,0.151847006,0.240724565,0.259174308,0.15953142,0.224063545,1.003127451,0.085998873,0.182431159,1.044223565,0.14748685,0.085998873,0.198861285,0.963711177,0.200928845,0.062573371,0.224645278,0.841476786,0.158848199,0.263337348,0.185153279,0.844676133,0.41137993
HAVE A BREAKFAST!,0.384994162,0.365876516,0.40535991,0.384718279,0.313421833,0.288589301,0.145722439,0.240331604,0.249436637,0.148608312,0.20782697,0.956032495,0.106885199,0.178948105,1.049606269,0.160955695,0.106885199,0.202444083,0.939745922,0.197882273,0.065494091,0.221957807,0.840655563,0.164994871,0.259451427,0.177876906,0.862228726,0.417895778
HAVE A BREAKFAST!,0.374254263,0.351973239,0.404258315,0.378036701,0.313421833,0.280226941,0.158563157,0.249776933,0.257809313,0.168181625,0.207417862,0.950865436,0.061480364,0.185359859,1.01182174,0.13931553,0.061480364,0.195941147,0.937732672,0.189998815,0.107479561,0.215057885,0.828570152,0.169564824,0.283915782,0.183517728,0.829722634,0.451363347
HAVE A BREAKFAST!,0.432058102,0.378631525,0.403475329,0.395427122,0.311466265,0.361544377,0.059437529,0.098386618,0.124960249,0.069315475,0.243766344,1.018794624,0.207606365,0.17672048,1.225854914,0.201912708,0.207606365,0.212816238,1.146543625,0.271076841,0.223819986,0.242604162,0.970307427,0.273670937,0.364948366,0.13157058,1.033768842,0.638448713
HAVE A BREAKFAST!,0.376032143,0.368369061,0.401218972,0.381282012,0.309598675,0.282674595,0.186978893,0.25195862,0.260061159,0.160487589,0.182771329,0.920265453,0.088197155,0.185935928,1.008456037,0.153467555,0.088197155,0.197652603,0.927166108,0.197761894,0.123511011,0.21046518,0.815393177,0.171045895,0.296478904,0.179430579,0.817801087,0.466926914
HAVE A BREAKFAST!,0.376462767,0.348116531,0.400990087,0.367115638,0.294374372,0.293768351,0.18034397,0.256785829,0.275210282,0.176346931,0.231319209,0.950173215,0.044776119,0.178106673,0.985187691,0.133663362,0.044776119,0.173545574,0.941411329,0.223880597,0.097186989,0.207027354,0.799782773,0.167004188,0.302731311,0.168993192,0.804337761,0.465374953
HAVE A BREAKFAST!,0.377880266,0.354332256,0.373790468,0.361428319,0.28732797,0.30302551,0.175587357,0.274399646,0.285383126,0.17316006,0.24615556,0.918729158,0.095569018,0.176725494,0.988821459,0.165126169,0.095569018,0.173545574,0.89577111,0.215670351,0.073423128,0.20734991,0.782351557,0.154821522,0.285148853,0.179725292,0.808068027,0.431392343
HAVE A BREAKFAST!,0.390762248,0.337341726,0.370414444,0.358713233,0.28450228,0.311375734,0.175129334,0.264664415,0.28063132,0.165891911,0.23460659,0.922462084,0.101183061,0.162157531,0.977185497,0.146866703,0.101183061,0.158886791,0.908579262,0.217577267,0.046301806,0.192845429,0.801697971,0.146120045,0.261671882,0.171723541,0.819616428,0.4013126
HAVE A BREAKFAST!,0.398719523,0.34290021,0.362742857,0.358280015,0.28385864,0.32626472,0.188830148,0.283552097,0.292013685,0.175213174,0.245319716,0.905165322,0.126842639,0.161659653,0.96816303,0.156743172,0.126842639,0.165382568,0.87861838,0.212862063,0.032971174,0.19225333,0.785710756,0.145671408,0.243986688,0.177555206,0.804847902,0.381611963
HAVE A BREAKFAST!,0.394981596,0.37609371,0.402893314,0.383278405,0.289442077,0.322664196,0.174328647,0.275392308,0.276617551,0.162272615,0.244425634,0.902521992,0.099823995,0.185724641,0.99130497,0.165845514,0.099823995,0.201446657,0.885958235,0.203893918,0.080857966,0.228404939,0.799325624,0.148336737,0.280502364,0.185724641,0.822457359,0.424952189
HAVE A BREAKFAST!,0.385766005,0.347782736,0.386934574,0.380547782,0.288519938,0.321506965,0.129163266,0.255817635,0.270124561,0.164455528,0.236516695,0.945703118,0.078960003,0.176559934,1.019249733,0.167563624,0.078960003,0.196827397,0.893811645,0.197263822,0.095475312,0.216489283,0.81376239,0.137858735,0.292736451,0.181365163,0.813339574,0.428235505
HAVE A BREAKFAST!,0.38006743,0.357277862,0.403576692,0.403739305,0.304367531,0.326562007,0.089975394,0.232378248,0.247956818,0.142032704,0.247691954,1.032065119,0.048158819,0.163649093,1.08006943,0.183919441,0.048158819,0.212096963,0.928971432,0.205388635,0.147918636,0.224914166,0.847381444,0.152721963,0.351536349,0.189428281,0.841967639,0.500699668
HAVE A BREAKFAST!,0.39404978,0.379521669,0.447213595,0.426904798,0.33193898,0.332973812,0.021417647,0.164929788,0.172674589,0.094091503,0.23859297,1.078075928,0.162830468,0.131505049,1.240616154,0.225140119,0.162830468,0.223606798,1.038347311,0.188912872,0.108577119,0.230675116,0.959022821,0.169456768,0.296230136,0.174129552,0.965173369,0.462987903
HAVE A BREAKFAST!,0.379205458,0.350484873,0.431257714,0.410897154,0.32335562,0.316836827,0.038099558,0.120481381,0.153731835,0.087556481,0.230376343,1.040896555,0.209114171,0.116266093,1.248178532,0.211486868,0.209114171,0.222360784,1.072237757,0.193919826,0.136375664,0.229092899,0.969903181,0.168512497,0.29642154,0.179715256,0.971351949,0.464918043
HAVE A BREAKFAST!,0.401968393,0.324406047,0.411062716,0.40416296,0.309815242,0.336823042,0.093809282,0.095723955,0.145702792,0.085193202,0.232239387,1.109905094,0.240397343,0.055539173,1.345759365,0.266696906,0.240397343,0.209222605,1.106466693,0.195782244,0.149088103,0.229092899,0.984939897,0.175112963,0.319119337,0.179715256,0.977728864,0.493321237
HAVE A BREAKFAST!,0.401060545,0.349346584,0.423548153,0.402275445,0.306776193,0.347946926,0.028108237,0.143324447,0.164887249,0.085419882,0.247025339,1.147021093,0.088886049,0.119058131,1.230829669,0.208679091,0.088886049,0.219108538,1.052111543,0.18356004,0.162044153,0.224969208,0.965092263,0.17737952,0.345601566,0.173806422,0.961836248,0.517796857
HAVE A BREAKFAST!,0.398933489,0.360144613,0.434325976,0.419692759,0.323369831,0.324538817,0.044054834,0.120354506,0.154613471,0.087028527,0.229122329,1.046380066,0.145951277,0.153846154,1.182115244,0.180990045,0.145951277,0.220596287,1.092632671,0.195814186,0.107030936,0.227151124,0.992516376,0.179017701,0.261809814,0.170206975,0.99192002,0.440816886
HAVE A BREAKFAST!,0.394454049,0.357195951,0.4248136,0.41025701,0.321440723,0.329343239,0.048349252,0.137604384,0.171350187,0.094991209,0.232277779,1.024661997,0.164387458,0.146171553,1.177679014,0.177514857,0.164387458,0.2124068,1.070365526,0.190473964,0.08756422,0.225744932,0.962259446,0.178303232,0.232478972,0.174325708,0.964491845,0.410484867
HAVE A BREAKFAST!,0.401411229,0.37266397,0.432985539,0.425256459,0.329230807,0.330371992,0.055298826,0.144201695,0.171885425,0.101271554,0.232801336,1.025319286,0.155503722,0.160124387,1.166025775,0.176343704,0.155503722,0.219915473,1.065086432,0.193150494,0.082592998,0.233306001,0.970005568,0.179516559,0.240162096,0.174870241,0.981696434,0.419296057
HAVE A BREAKFAST!,0.404605027,0.37083672,0.431288232,0.417179926,0.321390531,0.336806618,0.055130496,0.162539696,0.186643709,0.104379011,0.250408812,1.088460854,0.107033139,0.152904484,1.169214507,0.171498585,0.107033139,0.218925904,1.048817765,0.197359356,0.064871878,0.232495277,0.959333991,0.165391487,0.262087384,0.175806913,0.971611447,0.419861346
HAVE A BREAKFAST!,0.367571171,0.361710286,0.425758503,0.405552166,0.314900381,0.300808167,0.163574786,0.224674686,0.241100798,0.136042042,0.241985575,0.979901461,0.029237766,0.190382541,1.002923577,0.149083941,0.029237766,0.196568267,0.986335951,0.211241597,0.128779002,0.228915093,0.868538842,0.151642289,0.314900381,0.184915871,0.884146381,0.464227233
HAVE A BREAKFAST!,0.36954163,0.352454046,0.415303222,0.395174004,0.306378759,0.287307068,0.185729247,0.255534097,0.263970858,0.154080887,0.22077116,0.933527917,0.068611961,0.177689037,0.982993245,0.148719901,0.068611961,0.185182179,0.953123955,0.209548456,0.097240861,0.216689324,0.844969021,0.148719901,0.280951036,0.173879736,0.868721569,0.4268684
HAVE A BREAKFAST!,0.389609707,0.370042836,0.426494369,0.41258991,0.322243021,0.306188337,0.167656737,0.227814667,0.2553151,0.143070513,0.22944907,0.941952354,0.125111534,0.185972691,1.014345924,0.157966105,0.125111534,0.194271287,0.986350693,0.214194253,0.066340632,0.225617047,0.8688315,0.159405164,0.232772639,0.182251734,0.903962169,0.387097276
HAVE A BREAKFAST!,0.38612254,0.358389393,0.408207129,0.387842006,0.312204209,0.30276115,0.16523223,0.235735527,0.245375011,0.144950357,0.213376899,0.921003676,0.134562361,0.177129227,1.013936838,0.165597923,0.134562361,0.185904901,0.961932194,0.198900068,0.068689975,0.216286505,0.864073246,0.160779045,0.228614056,0.178828619,0.884165025,0.388205763
HAVE A BREAKFAST!,0.385979823,0.379426028,0.423224629,0.415296824,0.319882217,0.300421129,0.153799089,0.236632851,0.251990445,0.142798869,0.235509929,0.92660953,0.12267412,0.18287178,1.036723726,0.172544531,0.12267412,0.192540329,0.965387953,0.204456866,0.103959146,0.21722332,0.873784404,0.166530668,0.27527237,0.186952027,0.884085319,0.44180041
HAVE A BREAKFAST!,0.401948842,0.37977425,0.42239941,0.409380294,0.334039976,0.312695793,0.157453959,0.234389668,0.244576231,0.13984181,0.218356342,0.919293832,0.141533506,0.181775806,1.036578144,0.176797731,0.141533506,0.202424809,0.960381387,0.200158604,0.084733055,0.226821159,0.879264414,0.16192515,0.252633884,0.18437583,0.916354989,0.413285901
HAVE A BREAKFAST!,0.4009544,0.382790884,0.425081437,0.412178112,0.337236637,0.320028275,0.169080287,0.238625811,0.247451913,0.135102665,0.235665487,0.908037434,0.135102665,0.18494423,1.022237154,0.181108564,0.135102665,0.200720232,0.956503317,0.205994411,0.101663235,0.224911146,0.870786042,0.16815508,0.269699665,0.189937998,0.916587478,0.43635492
HAVE A BREAKFAST!,0.401946683,0.373859471,0.409442302,0.403336704,0.317693358,0.308396484,0.189752784,0.257711917,0.267166491,0.15609216,0.232197973,0.896098446,0.122928339,0.186879828,0.991625694,0.171469787,0.122928339,0.189457602,0.939059512,0.208937999,0.090807274,0.226091786,0.846134407,0.154651279,0.262943361,0.192873286,0.871014191,0.416982145
HAVE A BREAKFAST!,0.408922062,0.38556216,0.408604241,0.402148936,0.31686683,0.323819032,0.16494727,0.24400309,0.259413185,0.144431294,0.233191092,0.920950411,0.161880857,0.185295132,1.029969244,0.189259113,0.161880857,0.195054097,0.95067858,0.214278202,0.056169765,0.225421257,0.86078595,0.15424893,0.24400309,0.193621612,0.888769536,0.396197733
HAVE A BREAKFAST!,0.410087963,0.395548781,0.430402583,0.406174349,0.315099437,0.323948069,0.175832977,0.244270469,0.266209125,0.154846315,0.250870556,0.929808754,0.136172676,0.191333873,1.024413742,0.182694816,0.136172676,0.194002004,0.976348789,0.222808949,0.086123162,0.230583679,0.856550343,0.164616159,0.261196371,0.19849252,0.878642661,0.424172319
HAVE A BREAKFAST!,0.397469726,0.387608546,0.428127632,0.404478604,0.321119806,0.2903642,0.184314954,0.246367846,0.262485186,0.150061262,0.234532847,0.870686686,0.166584161,0.19256911,1.010759425,0.179258938,0.166584161,0.196296306,0.966290576,0.231880103,0.120390109,0.231956317,0.845034739,0.157419268,0.256766462,0.190353476,0.882061839,0.41372453
HAVE A BREAKFAST!,0.329924387,0.408015471,0.427130117,0.3813474,0.284838961,0.19867114,0.16674705,0.161672688,0.156993506,0.122110494,0.103444747,1.049598852,0.388073221,0.084289026,1.435970788,0.20173791,0.388073221,0.092713199,1.245745325,0.276716878,0.197564328,0.096423182,0.997145298,0.151303433,0.142650244,0.068181486,0.865328819,0.271597973
HAVE A BREAKFAST!,0.383581395,0.402415049,0.447915186,0.393538708,0.284156022,0.261978908,0.224395316,0.180338983,0.203424754,0.109029382,0.15162386,1.134352518,0.580127716,0.16575768,1.694015087,0.180027785,0.580127716,0.127518918,1.592006499,0.569297843,0.458432512,0.118398343,1.051014559,0.023679669,0.152729273,0.074881687,1.029180616,0.157429731
HAVE A BREAKFAST!,0.36815195,0.389425081,0.465748685,0.440679279,0.348589884,0.266592791,0.26689488,0.269299386,0.136728202,0.152338738,0.114254053,1.09161333,0.970972746,0.228508107,1.866106358,0.160579129,0.970972746,0.234082294,2.002093988,0.274045115,1.059852665,0.092420229,1.728091829,0.064731516,0.809691498,0.102349514,1.663370364,0.754251981
HAVE A BREAKFAST!,0.438488011,0.484731022,0.505809195,0.443259127,0.336100491,0.307027892,0.299579013,0.312311021,0.166536773,0.117759281,0.145569234,1.186424719,0.901247361,0.225030727,1.974005266,0.142321928,0.901247361,0.237494977,1.980624439,0.463366628,0.859841202,0.08373488,1.542631941,0.357007052,0.396502314,0.027911627,1.24980522,0.067220098
HAVE A BREAKFAST!,0.379478039,0.373485784,0.424015581,0.405624505,0.323634472,0.282250279,0.172705238,0.239399492,0.237811658,0.143274761,0.209967244,0.877178843,0.170194124,0.185307989,1.037045443,0.182026283,0.170194124,0.189261916,0.970619577,0.186512202,0.136503943,0.206159876,0.888899652,0.170598386,0.254260385,0.164325361,0.893286634,0.421408235
HAVE A BREAKFAST!,0.426495161,0.421234618,0.435962657,0.428258759,0.32493664,0.341615591,0.124050315,0.228187628,0.253237315,0.152239732,0.275111251,0.900278764,0.229833233,0.221907949,1.118700916,0.23470083,0.229833233,0.238944353,0.977737236,0.269109781,0.127791363,0.255582726,0.858897501,0.223178021,0.328397601,0.200495586,0.892500983,0.551476768
HAVE A BREAKFAST!,0.418130204,0.378954705,0.414879386,0.423259594,0.340367517,0.340864404,0.07913384,0.082279449,0.125121588,0.070058427,0.250243175,0.984692865,0.308410772,0.156655404,1.287679952,0.239883755,0.308410772,0.205698623,1.181577009,0.290901782,0.312770151,0.232903169,1.041493385,0.276126938,0.461425616,0.171853783,1.05180205,0.720650088
HAVE A BREAKFAST!,0.419390038,0.383205398,0.441448479,0.423629977,0.34689564,0.345174063,0.05525481,0.116096052,0.200713598,0.128284534,0.277886559,1.01522405,0.169978513,0.174517835,1.184863707,0.207463682,0.169978513,0.172802631,1.165473719,0.306068393,0.251586669,0.242237442,0.921564651,0.207284138,0.362843455,0.213478368,0.911040497,0.569602574
HAVE A BREAKFAST!,0.376748948,0.387412666,0.427777746,0.400674807,0.300648841,0.299542018,0.140384137,0.210128815,0.202070768,0.108333049,0.211808192,1.000730468,0.066548463,0.189283297,1.059542659,0.154358009,0.066548463,0.207264011,0.982779089,0.167564749,0.101799574,0.206729135,0.9233944,0.153639058,0.266193853,0.155358952,0.925047577,0.41946653
HAVE A BREAKFAST!,0.278467511,0.317951814,0.325274032,0.3112686,0.290007395,0.160424164,0.246420975,0.246762042,0.018341678,0.08304548,0.164052957,0.798758498,1.042736905,0.220863052,1.659339092,0.402264406,1.042736905,0.246420975,1.657716366,0.547184859,1.211245319,0.053474721,1.147271602,0.327336012,0.90545492,0.137867942,0.972281961,0.985769222
HAVE A BREAKFAST!,0.411684856,0.338486551,0.344622758,0.366624959,0.34299717,0.354810846,0.192423198,0.214077692,0.097474036,0.052862718,0.322635854,1.110117078,0.482182176,0.070922779,1.580409619,0.332867263,0.482182176,0.060272772,1.583809731,0.350850779,0.610215308,0.048737018,1.371377505,0.32155136,0.643102721,0.09529962,1.215612655,0.802747831
HAVE A BREAKFAST!,0.430774895,0.352083493,0.349215148,0.393880778,0.361596215,0.370016547,0.135482635,0.146194713,0.068203721,0.070914852,0.306045038,1.119579108,0.312749774,0.057173382,1.424135503,0.252968297,0.312749774,0.081629125,1.387695126,0.329773126,0.396267473,0.182528273,1.14917075,0.294317996,0.468521286,0.177287131,1.067321534,0.721887421
HAVE A BREAKFAST!,0.419083593,0.373815451,0.434554947,0.433573455,0.331696196,0.351040327,0.041281011,0.129312395,0.203285402,0.124272299,0.280741225,1.01564081,0.198514024,0.157869509,1.21415481,0.202760794,0.198514024,0.216725306,1.087159145,0.249400175,0.1612075,0.247900976,0.92979692,0.206405054,0.330892473,0.200383061,0.920587364,0.537049925
HAVE A BREAKFAST!,0.404528238,0.336587839,0.344470254,0.356096738,0.326538168,0.353749682,0.178955793,0.205892464,0.06937602,0.043025181,0.293076975,1.109432481,0.477947605,0.06937602,1.546095391,0.318502605,0.477947605,0.068028785,1.551115971,0.378279196,0.639615305,0.056097973,1.280098571,0.370116605,0.66054514,0.129075544,1.089140635,0.867893738
HAVE A BREAKFAST!,0.398083959,0.323606939,0.346051549,0.409214245,0.333306104,0.358115929,0.15549616,0.120582369,0.057161525,0.081842849,0.285807626,1.070615682,0.361521228,0.040419302,1.406219991,0.243188534,0.361521228,0.089471939,1.325974903,0.309148215,0.417318284,0.180760614,1.119330091,0.325870831,0.508866011,0.183006174,0.985518406,0.758010104
HAVE A BREAKFAST!,0.417216524,0.344960286,0.392188124,0.417216524,0.344960286,0.344960286,0.061249495,0.086619866,0.139670337,0.121267813,0.282013852,0.997295262,0.231130631,0.159719141,1.22792635,0.235631511,0.231130631,0.195998383,1.169977581,0.268940387,0.257539377,0.258411901,0.987618426,0.276370317,0.356722442,0.211466043,0.930428008,0.613596447
HAVE A BREAKFAST!,0.411062604,0.402310319,0.431312988,0.417868203,0.326365499,0.326365499,0.073298932,0.129575429,0.198042808,0.132141528,0.270561439,0.912932235,0.230046569,0.202403291,1.138908318,0.202403291,0.230046569,0.208612417,1.093358668,0.285065944,0.225028914,0.255233995,0.903169555,0.208612417,0.315270626,0.191140229,0.895102712,0.518301716
HAVE A BREAKFAST!,0.336156112,0.352398254,0.396865632,0.412129695,0.337194168,0.305662619,0.068262964,0.076320314,0.150333584,0.140727705,0.275176805,0.928476691,0.355033044,0.122112502,1.283361877,0.278543007,0.355033044,0.215866446,1.1406249,0.300667167,0.300667167,0.281455411,0.977376903,0.323799669,0.425207586,0.226916607,0.975229082,0.725324107
HAVE A BREAKFAST!,0.321440254,0.337860988,0.372359332,0.400616808,0.292352673,0.284115729,0.152223158,0.210818511,0.300995499,0.191460623,0.246533421,0.710389591,0.345641702,0.237907944,0.974703793,0.251491279,0.345641702,0.235903629,0.902144748,0.284115729,0.191955994,0.270766209,0.744718664,0.275632744,0.204878766,0.215716743,0.784464541,0.473615341
HAVE A BREAKFAST!,0.329122514,0.343989319,0.399481757,0.384249232,0.291499417,0.260320675,0.199190779,0.283252081,0.34779603,0.231400839,0.26499947,0.734866035,0.276667569,0.244317439,0.943636285,0.228730006,0.276667569,0.252097939,0.859718075,0.268291515,0.125700286,0.270247494,0.697104767,0.291499417,0.213649403,0.214059873,0.71353291,0.504195878
HAVE A BREAKFAST!,0.308310118,0.36397222,0.415414646,0.439641138,0.31020078,0.294736088,0.207204034,0.31261483,0.376382628,0.24962384,0.201895462,0.815199741,0.144506256,0.241459533,0.933201668,0.195591233,0.144506256,0.233009337,0.874710586,0.266456371,0.111185334,0.286982294,0.724839694,0.272653859,0.310469935,0.229032159,0.735705747,0.582917533
HAVE A BREAKFAST!,0.342871138,0.376378192,0.427043215,0.400036736,0.290935808,0.288144384,0.194335659,0.281175239,0.323463985,0.21170731,0.274832124,0.76447578,0.218538328,0.238165904,0.961568642,0.21170731,0.218538328,0.230324181,0.909497605,0.272415381,0.171435569,0.257153353,0.755095354,0.243655724,0.288144384,0.218538328,0.746876917,0.523510448
HAVE A BREAKFAST!,0.406827515,0.374868234,0.426409755,0.407306982,0.309755002,0.329893512,0.132535935,0.222477972,0.218583864,0.125579304,0.237745152,0.976298077,0.137167401,0.180214218,1.063008339,0.180214218,0.137167401,0.221598956,0.961187623,0.186389907,0.044178645,0.221069869,0.90094112,0.168806366,0.230407623,0.177595955,0.911151753,0.397607805
GOOD! GREAT JOB,0.385001905,0.318698753,0.383937381,0.380725953,0.316551162,0.304580762,0.130587924,0.265963717,0.252680041,0.214736744,0.235058264,1.115590863,0.078352755,0.182449604,1.083958437,0.958945817,0.078352755,0.218203004,1.902393122,0.432322955,0.9896118,0.208940679,1.84804753,0.421861657,1.167458966,0.207137313,1.675703106,1.273992125
GOOD! GREAT JOB,0.380019699,0.29873493,0.438696996,0.403930001,0.315621384,0.310917375,0.084801392,0.285724811,0.255213831,0.216201977,0.23350379,1.071177465,0.032573117,0.158276899,1.077596522,1.060114714,0.032573117,0.246161214,1.975654954,0.402248323,1.087614814,0.223178021,1.850546155,0.410085066,1.15839559,0.21414743,1.635517946,1.196172302
GOOD! GREAT JOB,0.392125242,0.301822913,0.419307161,0.381658764,0.290081095,0.309341447,0.139746221,0.281233845,0.2576793,0.222899281,0.244409051,1.114109809,0.078028552,0.169467185,1.043125247,1.098926425,0.078028552,0.254200778,1.978648231,0.434047777,1.075362434,0.219915915,1.841649112,0.456367296,1.169127079,0.202227685,1.619542486,1.252796986
GOOD! GREAT JOB,0.391538886,0.295184402,0.426842057,0.39671251,0.304381181,0.312114208,0.132358103,0.286895482,0.250215301,0.213421028,0.247445304,1.118894178,0.08056378,0.170985588,1.038738465,1.107672578,0.08056378,0.246747947,1.982867458,0.423667964,1.058864824,0.227364088,1.864400925,0.456367296,1.16044813,0.209619332,1.643412345,1.240171006
GOOD! GREAT JOB,0.387020403,0.301692975,0.419126645,0.396541722,0.313905376,0.309208273,0.117604009,0.277827192,0.249992826,0.213329149,0.233862214,1.116897733,0.06984303,0.169394228,1.063817333,1.063817333,0.06984303,0.231766964,1.955604828,0.413544014,1.063844305,0.212115125,1.8484939,0.453837456,1.181031332,0.202140625,1.639277582,1.275438429
GOOD! GREAT JOB,0.381896939,0.30815097,0.41807308,0.396257564,0.306566156,0.308986698,0.110222489,0.28375299,0.249928356,0.215449154,0.240462782,1.090201212,0.023938795,0.168083756,1.082552433,1.076474134,0.023938795,0.239028598,1.967369923,0.423182106,1.088859975,0.212098263,1.84710724,0.451485926,1.188386978,0.201995773,1.632425727,1.266382615
GOOD! GREAT JOB,0.393131374,0.295941799,0.419007435,0.399757446,0.30770563,0.302597343,0.101373285,0.277310064,0.251202293,0.209055433,0.220872615,1.076299407,0.05786654,0.17142431,1.062587339,1.074688984,0.05786654,0.229084371,1.952084652,0.407268979,1.109578516,0.212886611,1.854112872,0.44983944,1.224473791,0.195350375,1.625457084,1.281673931
GOOD! GREAT JOB,0.387020403,0.304909611,0.417274067,0.391076944,0.302452908,0.29143685,0.103038486,0.274397736,0.251023729,0.208430632,0.227013547,1.06373641,0.06428059,0.170911977,1.073724261,1.054633828,0.06428059,0.22839971,1.940580753,0.391076944,1.110301315,0.219821239,1.848819857,0.453141434,1.220814226,0.194766534,1.616858814,1.273502158
GOOD! GREAT JOB,0.378096344,0.30742432,0.427682878,0.408770317,0.301695415,0.290399283,0.109191409,0.277180675,0.261081046,0.219577989,0.218382818,1.052865723,0.059562985,0.172056241,1.066504413,1.082095985,0.059562985,0.238373965,1.956369506,0.421932718,1.135775012,0.228914833,1.876819035,0.454130744,1.269102038,0.196070506,1.627683761,1.295229748
GOOD! GREAT JOB,0.383130514,0.296466142,0.414170231,0.389725327,0.30475523,0.290678999,0.106425143,0.256305685,0.251172356,0.207050929,0.205403283,1.035774193,0.054266388,0.16245093,1.056239384,1.031637928,0.054266388,0.225887209,1.904103146,0.378969159,1.083369272,0.218754804,1.838061121,0.426896175,1.206529786,0.18813485,1.609889164,1.236113259
GOOD! GREAT JOB,0.377908358,0.283346141,0.416765626,0.403738468,0.307661473,0.29017973,0.101356594,0.256159281,0.237389804,0.190324139,0.200947873,1.018970884,0.062127751,0.168301562,1.02010665,1.043530004,0.062127751,0.226771202,1.890625705,0.317726484,1.091888686,0.211599496,1.822823109,0.392325426,1.180729071,0.197520257,1.608506189,1.196913092
